Utility ID,Utility Name,Plant Code,Plant Name,State,County,Generator ID,Status,Technology,Prime Mover,Sector Name,Sector,Nameplate Capacity (MW),Summer Capacity (MW),Winter Capacity (MW),Operating Month,Operating Year,Nameplate Energy Capacity (MWh),Maximum Charge Rate (MW),Maximum Discharge Rate (MW),Storage Technology 1,Storage Technology 2,Storage Technology 3,Storage Technology 4,Nameplate Reactive Power Rating,Storage Enclosure Type,Arbitrage,Frequency Regulation,Load Following,Ramping / Spinning Reserve,Co-Located Renewable Firming,Transmission and Distribution Deferral,System Peak Shaving,Load Management,Voltage or Reactive Power Support,Backup Power,Excess Wind and Solar Generation,AC Coupled,DC Coupled,DC Tightly Coupled,Independent,Direct Support of Another Unit,Direct Support Plant ID 1,Direct Support Gen ID 1,Direct Support Plant ID 2,Direct Support Gen ID 2,Direct Support Plant ID 3,Direct Support Gen ID 3,Support T&D Asset
16572,Salt River Project,141,Agua Fria,AZ,Maricopa,AFSB1,OP,Batteries,BA,Electric Utility,1,25,25,25,9,2021,100,25,25,LIB,,,,25,CS,PR,,,,,,Y,,,,,,,,Y,N, ,, ,, ,,N
54802,Dynegy -Moss Landing LLC,260,Dynegy Moss Landing Power Plant Hybrid,CA,Monterey,BAT1,OP,Batteries,BA,IPP Non-CHP,2,300,300,300,5,2021,1200,300,300,LIB,,,,98.4,BL,Y,PR,,,,,,,,,,,,,Y,N, ,, ,, ,,Y
54802,Dynegy -Moss Landing LLC,260,Dynegy Moss Landing Power Plant Hybrid,CA,Monterey,BAT2,OP,Batteries,BA,IPP Non-CHP,2,100,100,100,5,2021,400,100,100,LIB,,,,32.8,BL,Y,PR,,,,,,,,,,,,,Y,N, ,, ,, ,,Y
54802,Dynegy -Moss Landing LLC,260,Dynegy Moss Landing Power Plant Hybrid,CA,Monterey,BAT3,OP,Batteries,BA,IPP Non-CHP,2,350,350,350,6,2023,1400,350,350,LIB,,,,115,BL,Y,PR,,,,,,,,,,,,,Y,N, ,, ,, ,,Y
9216,Imperial Irrigation District,389,El Centro Hybrid,CA,Imperial,BESS,OP,Batteries,BA,Electric Utility,1,30,30,30,10,2016,20,30,30,LIB,,,,14.4,BL,,Y,PR,Y,,,,,Y,,,,,,Y,N, ,, ,, ,,Y
18454,Tampa Electric Co,645,Big Bend,FL,Hillsborough,BESS1,OP,Batteries,BA,Electric Utility,1,12.6,12.6,12.6,2,2017,25.2,12.6,12.6,LIB,,,,10,CS,Y,,,,,,Y,,,,PR,Y,,,,Y,645,1, ,, ,,N
11843,Maui Electric Co Ltd,792,Palaau Power Hybrid,HI,Maui,BAT1,OS,Batteries,BA,Electric Utility,1,2,2,2,5,2017,2,0.5,0.5,OTH,,,,2,CS,,PR,,Y,,,,,,,,,,,Y,N, ,, ,, ,,N
9273,AES Indiana,990,Harding Street,IN,Marion,BAT1,OP,Batteries,BA,Electric Utility,1,20,20,20,6,2016,20,20,20,LIB,,,,20,BL,,PR,,,,,,,,,,,,,,N, ,, ,, ,,N
6235,Fayetteville Public Works Commission,1016,Butler-Warner Generation Plant,NC,Cumberland,11,OP,Batteries,BA,Electric Utility,1,0.5,0.5,0.5,9,2019,0.5,0.3,0.5,LIB,,,,0.6,CS,,,,,,Y,,PR,,,,,,,,N, ,, ,, ,,N
39006,Brookfield White Pine Hydro LLC,1482,Bonny Eagle,ME,York,BES1,OP,Batteries,BA,IPP Non-CHP,2,8,8,8,4,2023,16,8,8,LIB,,,,8.4,CS,PR,Y,Y,,,,,,Y,,,,,,Y,N,1482,1,1482,2,1482,3,N
31719,FPL Energy Wyman LLC,1507,William F Wyman Hybrid,ME,Cumberland,BESS,OP,Batteries,BA,IPP Non-CHP,2,16.7,16.2,16.2,12,2016,10.9,16.7,16.2,LIB,,,,10.2,CS,,PR,,,,,,,,,,,,,Y,N, ,, ,, ,,N
13206,Nantucket Electric Co,1615,Nantucket Hybrid,MA,Nantucket,20,OP,Batteries,BA,Electric Utility,1,6,6,6,7,2019,48,6,6,LIB,,,,7,BL,,,,,,Y,,,,PR,,,,,Y,N, ,, ,, ,,Y
18488,City of Taunton,1682,Cleary Flood Hybrid,MA,Bristol,BS1,OP,Batteries,BA,Electric Utility,1,3,2.9,3,3,2020,6,3,3,LIB,,,,3,CS,PR,,,,,,Y,Y,,,,,,,Y,N, ,, ,, ,,N
13407,Nevada Power Co,2324,Reid Gardner,NV,Clark,RGES1,OP,Batteries,BA,Electric Utility,1,220,220,220,12,2023,220,220,220,LIB,,,,72.3,CS,PR,,,,,,,,,,,,,,Y,N, ,, ,, ,,N
3542,Duke Energy Ohio Inc,2830,Walter C Beckjord,OH,Clermont,BECK1,OP,Batteries,BA,Electric Utility,1,2,2,2,1,2015,1,2,2,LIB,,,,2,CS,,PR,,,,,,,,,,,,,Y,N, ,, ,, ,,N
3542,Duke Energy Ohio Inc,2830,Walter C Beckjord,OH,Clermont,BECK2,OP,Batteries,BA,Electric Utility,1,2,2,2,11,2015,0.8,2,2,LIB,,,,2,CS,,PR,,,,,,,,,,,,,Y,N, ,, ,, ,,N
10451,Kotzebue Electric Assn Inc,6304,Kotzebue Hybrid,AK,NORTHWEST ARCTIC,ES1,OP,Batteries,BA,Electric Utility,1,1.2,1.2,1.2,12,2015,1,1.2,1.2,LIB,,,,1.2,CT,,PR,Y,Y,Y,,Y,Y,,Y,Y,Y,,,,Y,6304,, ,, ,,N
13683,North Carolina El Member Corp,6377,Ocracoke Hybrid,NC,Hyde,BAT,OP,Batteries,BA,Electric Utility,1,1,1,1,1,2017,1,0.5,0.5,LIB,,,,0.5,CS,Y,,,,,,,PR,,,,,,,,N, ,, ,, ,,N
17609,Southern California Edison Co,6704,Pebbly Beach Generating Station Hybrid,CA,Los Angeles,NASB1,OP,Batteries,BA,Electric Utility,1,1,1,1,8,2012,6.8,1,1,NAB,,,,0.8,CS,,,,Y,,,PR,Y,Y,,,,,,Y,N, ,, ,, ,,N
189,PowerSouth Energy Cooperative,7063,McIntosh (AL),AL,Washington,1,OP,Natural Gas with Compressed Air Storage,CE,Electric Utility,1,110,110,110,6,1991,110,52,110,,,,,0.9,BL,,,Y,,,,Y,Y,Y,,,,,,,, ,, ,, ,,
55983,Luminant Generation Company LLC,8063,DeCordova Steam Electric Station,TX,Hood,BESS,OP,Batteries,BA,IPP Non-CHP,2,269.1,260,260,7,2022,263,263,263,LIB,,,,137,CS,,Y,PR,Y,,,,,,,,,,,Y,N, ,, ,, ,,N
20323,"Wellhead Services, Inc",10156,Fresno Cogen Partners,CA,Fresno,BESS1,OP,Batteries,BA,IPP CHP,3,16,16,16,3,2023,16,16,16,LIB,,,,10,CS,,,Y,PR,,,,,,,,Y,,,,Y,10156,GEN3,10156,GEN4, ,,N
50083,Brookfield Power New England,10493,Rumford Falls Hydro Facility,ME,Oxford,BES1,OP,Batteries,BA,IPP Non-CHP,2,8,8,8,5,2023,16,8,8,LIB,,,,8.4,CS,PR,Y,Y,Y,,,,,Y,,,,,,Y,N,10493,GEN1,10493,GEN2,10493,GEN3,N
22142,University of California Santa Cruz,50064,University of California Santa Cruz,CA,Santa Cruz,18027,OP,Batteries,BA,Commercial CHP,5,1,1,1,12,2022,1,1,1,LIB,,,,0,CS,,,,,Y,,PR,,,,Y,Y,,,,Y,50064,246, ,, ,,N
54736,"VESI Pomona Energy Storage, Inc.",50300,VESI Pomona,CA,Los Angeles,BESS1,OP,Batteries,BA,IPP Non-CHP,2,20,20,20,12,2016,20,20,20,LIB,,,,20,BL,PR,Y,,,,,,,,,,,,,Y,N, ,, ,, ,,N
54736,"VESI Pomona Energy Storage, Inc.",50300,VESI Pomona,CA,Los Angeles,BESS2,OP,Batteries,BA,IPP Non-CHP,2,20,20,20,8,2023,20,20,20,LIB,,,,20,BL,PR,Y,,,,,,,,,,,,,Y,N, ,, ,, ,,Y
7595,Great Lakes Hydro America LLC,54134,Great Lakes Hydro America - ME,ME,Penobscot,BES1,OP,Batteries,BA,IPP Non-CHP,2,10,9.4,9.4,12,2020,10,4,5,LIB,,,,18.2,CS,PR,Y,Y,Y,,,,,Y,,,,,,Y,N, ,, ,, ,,N
7595,Great Lakes Hydro America LLC,54134,Great Lakes Hydro America - ME,ME,Penobscot,BES2,OP,Batteries,BA,IPP Non-CHP,2,10,9.4,9.4,12,2020,10,4,5,LIB,,,,18.2,CS,PR,Y,Y,Y,,,,,Y,,,,,,Y,N, ,, ,, ,,N
1752,Biola University,54296,Biola University Hybrid,CA,Los Angeles,BATT,OP,Batteries,BA,Commercial CHP,5,0.3,0.3,0.3,2,2018,0.5,0.3,0.3,LIB,,,,0.3,CS,,,,,,,PR,,,,,,,,Y,N, ,, ,, ,,N
7595,Great Lakes Hydro America LLC,54639,Berlin Gorham,NH,Coos,BESS1,OP,Batteries,BA,IPP Non-CHP,2,14,14,14,12,2023,14,14,14,LIB,,,,14.7,CS,PR,Y,Y,Y,,,,,Y,,,,,,Y,N, ,, ,, ,,N
6862,"Green Mountain Storage, LLC",55370,"Green Mountain Storage, LLC",PA,Somerset,BGM,OP,Batteries,BA,IPP Non-CHP,2,10.4,10.4,10.4,5,2016,10.4,10.4,10.4,LIB,,,,10.4,CT,,PR,,,,,,,,,,,,,Y,N, ,, ,, ,,N
17609,Southern California Edison Co,56472,Grapeland Hybrid,CA,San Bernardino,BA1,OP,Batteries,BA,Electric Utility,1,10,10,10,12,2016,10,10,10,LIB,,,,6,BL,,Y,,PR,,,,,,,,Y,,,,N, ,, ,, ,,N
17609,Southern California Edison Co,56475,Center Hybrid,CA,Los Angeles,BA1,OP,Batteries,BA,Electric Utility,1,10,10,10,12,2016,10,10,10,LIB,,,,6,BL,,Y,,PR,,,,,,,,Y,,,,N, ,, ,, ,,N
56023,Arizona Solar One LLC,56812,Solana Generating Station,AZ,Maricopa,GEN 1,OP,Solar Thermal with Energy Storage,CP,IPP Non-CHP,2,140,147.8,147.8,10,2013, , , ,,,,, ,,,,,,,,,Y,,,Y,,,,,, ,, ,, ,,
56023,Arizona Solar One LLC,56812,Solana Generating Station,AZ,Maricopa,GEN2,OP,Solar Thermal with Energy Storage,CP,IPP Non-CHP,2,140,147.8,147.8,10,2013, , , ,,,,, ,,,,,,,,,Y,,,Y,,,,,, ,, ,, ,,
65411,Duke Energy Renewables Services,56961,Notrees Windpower Hybrid,TX,Ector,BATT,OP,Batteries,BA,IPP Non-CHP,2,36,36,36,12,2012,13.6,36,36,LIB,,,,36,BL,,PR,,,,,,,,,,Y,,,,Y,56961,GE, ,VESTA, ,,Y
56215,"RWE Renewables Americas, LLC",56981,Pyron Wind Farm LLC Hybrid,TX,Fisher,PYRBT,OP,Batteries,BA,IPP Non-CHP,2,9.9,9.9,9.9,1,2018,9.9,9.9,9.9,LIB,,,,3.3,CS,,PR,,,,,,,,,Y,Y,,,,Y,56981,1, ,, ,,Y
56215,"RWE Renewables Americas, LLC",56984,Inadale Wind Farm LLC Hybrid,TX,Nolan,INABT,OP,Batteries,BA,IPP Non-CHP,2,9.9,9.9,9.9,1,2018,9.9,9.9,9.9,LIB,,,,3.3,CS,,PR,,,,,,,,,Y,Y,,,,Y,56984,1, ,, ,,Y
55963,AE Power Services LLC,57045,Rolling Thunder Wind Farm Hybrid,SD,Hand,2,OP,Batteries,BA,IPP Non-CHP,2,0.8,0.8,0.8,11,2018,0.8,0.3,0.3,LIB,,,,0.3,CS,,,,,,,,PR,,Y,Y,,,,Y,N, ,, ,, ,,Y
59155,"Evergreen Wind, LLC",57082,Kaheawa Wind Power II LLC,HI,Maui,2,OP,Batteries,BA,IPP Non-CHP,2,10,10,10,6,2012,20,10,10,LIB,,,,10,BL,,Y,Y,Y,Y,,,,Y,Y,PR,,,,Y,Y,57082,1, ,, ,,N
19558,Homer Electric Assn Inc,57206,Soldotna,AK,Kenai Peninsula,3,OP,Batteries,BA,Electric Utility,1,46.5,46.5,46.5,1,2022,93,46.5,46.5,LIB,,,,14,CS,,PR,,Y,,,,Y,,,,,,,Y,N, ,, ,, ,,N
62893,Mililani I Solar LLC,57242,Mililani South Solar Farm,HI,Honolulu,2,OP,Batteries,BA,IPP Non-CHP,2,39,39,39,7,2022,156,39,39,LIB,,,,156,CS,,,,,,,,,,,PR,Y,,,,Y,57242,1, ,, ,,Y
56641,Tonopah Solar Energy LLC,57275,Crescent Dunes Solar Energy,NV,Nye,TSE-1,OP,Solar Thermal with Energy Storage,CP,IPP Non-CHP,2,125,110,110,11,2015, , , ,,,,, ,,,,,,,,,,,,,,,,,, ,, ,, ,,
56678,FPL Energy Illinois Wind LLC,57325,FPL Energy Illinois Wind LLC Hybrid,IL,DeKalb,BFT,OP,Batteries,BA,IPP Non-CHP,2,20,20,20,11,2014,8.3,20,20,LIB,,,,20,CS,,PR,,,,,,,,,,,,,Y,N, ,, ,, ,,N
61012,AES Distributed Energy,57447,Laurel Mountain Hybrid,WV,Barbour,2,OP,Batteries,BA,IPP Non-CHP,2,16,16,16,10,2011,16,16,16,LIB,,,,0.9,CS,,PR,,,,,,,,,Y,,,,Y,N, ,, ,, ,,N
803,Arizona Public Service Co,57561,Cotton Center Solar Hybrid,AZ,Maricopa,CC17M,OP,Batteries,BA,Electric Utility,1,17,17,17,4,2023,51,17,17,LIB,,,,5.6,CS,,,Y,,,,PR,,,,Y,Y,,,,Y,57561,PV1, ,, ,,N
803,Arizona Public Service Co,57562,Paloma Solar Hybrid,AZ,Maricopa,PA17M,OP,Batteries,BA,Electric Utility,1,17,17,17,4,2023,51,17,17,LIB,,,,5.6,CS,,,Y,,,,PR,,,,Y,Y,,,,Y,57562,PV1, ,, ,,N
803,Arizona Public Service Co,57563,Hyder Solar Hybrid,AZ,Yuma,H116M,OP,Batteries,BA,Electric Utility,1,16,16,16,4,2023,48,16,16,LIB,,,,5.6,CS,,,Y,,,,PR,,,,Y,Y,,,,Y,57563,PV1, ,, ,,N
7353,Golden Valley Elec Assn Inc,57583,Battery Energy Storage System,AK,Fairbanks North Star,BESS,OP,Batteries,BA,Electric Utility,1,40,40,40,12,2003,11,4,40,NIB,,,,46,BL,,Y,,Y,,,,,PR,,,,,,Y,N, ,, ,, ,,N
56918,University of California San Diego,57584,University of California San Diego Hybrid,CA,San Diego,BS1,OP,Batteries,BA,Commercial CHP,5,2.5,2.5,2.5,12,2015,5,2.5,2.5,LIB,,,,2.5,CS,,,Y,,,,PR,Y,,,,,,,Y,N, ,, ,, ,,N
61978,Convergent Energy and Power LP,57710,Stephentown Spindle,NY,Rensselaer,SRS1,OP,Flywheels,FW,IPP Non-CHP,2,20,20,20,1,2011,15,20,20,,,,,6.4,CS,,Y,,,,,,,,,,,,,,, ,, ,, ,,
61978,Convergent Energy and Power LP,57716,Hazle Spindle,PA,Luzerne,HRS1,OP,Flywheels,FW,IPP Non-CHP,2,20,20,20,9,2013,15,20,20,,,,,6.4,CS,,Y,,,,,,,,,,,,,,, ,, ,, ,,
57372,Auwahi Wind Energy LLC,57996,Auwahi Wind Energy Hybrid,HI,Maui,AWEB,OP,Batteries,BA,IPP Non-CHP,2,11,11,11,12,2012,4.4,11,11,LIB,,,,5.4,CS,,Y,,PR,,,,,,,,,,,Y,N, ,, ,, ,,Y
803,Arizona Public Service Co,57997,Foothills Solar Plant Hybrid,AZ,Yuma,FH38M,OP,Batteries,BA,Electric Utility,1,38,35,35,4,2023,105,35,35,LIB,,,,11.5,CS,,,Y,,,,PR,,,,Y,Y,,,,Y,57997,PV1,57991,PV2, ,,N
9417,Interstate Power and Light Co,58236,Marshalltown Generating Station,IA,Marshall,BESS1,OP,Batteries,BA,Electric Utility,1,0.3,0.3,0.3,10,2020,0.6,0.3,0.3,LIB,,,,0.1,CS,,,,,Y,,,PR,,,Y,Y,,,,Y,58236,PV1, ,, ,,N
803,Arizona Public Service Co,58383,Hyder II Hybrid,AZ,Yuma,H214M,OP,Batteries,BA,Electric Utility,1,14,14,14,4,2023,42,14,14,LIB,,,,4.6,CS,,,Y,,,,PR,,,,Y,Y,,,,Y,58383,PV1, ,, ,,N
10433,Kodiak Electric Assn Inc,58405,ESS Battery Microgrid,AK,Kodiak Island,1,OP,Batteries,BA,Electric Utility,1,3,3,3,11,2012,3,3,3,LIB,,,,3,CS,,PR,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,Y,N, ,, ,, ,,N
58451,"McCoy Solar, LLC",58462,McCoy Solar Energy Project Hybrid,CA,Riverside,MCST1,OP,Batteries,BA,IPP Non-CHP,2,230,230,230,7,2021,920,230,230,LIB,,,,250.4,CS,Y,PR,,Y,,,,Y,Y,,Y,Y,,,,N,58462,1,58462,BLK2,58462,BLK3,N
58544,Sierra Nevada Brewing Co,58585,Sierra Nevada Brewing Co Hybrid,CA,Butte,BESS,OP,Batteries,BA,Industrial CHP,7,0.5,0.5,0.5,2,2017,1,0.5,0.5,LIB,,,,0.5,CS,,,,,,,PR,,,,,,,,Y,N, ,, ,, ,,N
15473,Public Service Co of NM,58899,Prosperity Energy Storage Facility Hybrid,NM,Bernalillo,GEN-2,OP,Batteries,BA,Electric Utility,1,0.8,0.8,0.8,9,2011,1.3,0.5,0.5,PBB,,,,0.8,CS,Y,,,,,,PR,Y,,,Y,,,,Y,N, ,, ,, ,,N
803,Arizona Public Service Co,59020,Gila Bend Hybrid,AZ,Maricopa,GB36M,OP,Batteries,BA,Electric Utility,1,36,32,32,4,2023,96,32,32,LIB,,,,5.3,CS,,,Y,,,,PR,,,,Y,Y,,,,Y,59020,PV1, ,, ,,N
61944,MN8 Energy LLC,59150,RE Mustang LLC,CA,Kings,BESS1,OP,Batteries,BA,IPP Non-CHP,2,75,75,75,10,2021,75,75,75,LIB,,,,75,CS,PR,Y,,,,,,,Y,,Y,Y,,,,Y,59150,PV1, ,, ,,N
59098,"Northwest Ohio Wind, LLC",59296,Northwest Ohio Wind,OH,Paulding,NWO-B,OP,Batteries,BA,IPP Non-CHP,2,0.8,0.8,0.8,3,2021,3.4,0.2,0.2,LIB,,,,1,CS,Y,,,,Y,,Y,Y,,,PR,,,Y,,N,59296,NWO-S, ,, ,,N
803,Arizona Public Service Co,59444,Desert Star Hybrid,AZ,Maricopa,DS10M,OP,Batteries,BA,Electric Utility,1,10,10,10,2,2023,30,10,10,LIB,,,,3.3,CS,,,Y,,,,PR,,,,Y,Y,,,,Y,59444,PV1, ,, ,,N
10000,Evergy Metro,59772,KCP&L SmartGrid Innovation Park,MO,Jackson,1,OS,Batteries,BA,Electric Utility,1,1,1,1,6,2012,1,1,1,LIB,,,,1.3,CS,,,,,,,PR,,,,,,,,Y,N, ,, ,, ,,N
59598,Tooele Army Depot,59817,Tooele Army Depot(CSG),UT,Tooele,BATT1,OS,Batteries,BA,IPP Non-CHP,2,1,1,1,10,2020,1,1,1,LIB,,,,0.6,CS,,,,,,,PR,,,,Y,,,,,N, ,, ,, ,,Y
17650,Southern Power Co,59939,RE Tranquillity,CA,Fresno,BESS1,OP,Batteries,BA,IPP Non-CHP,2,37,37,37,11,2021,128,32,32,LIB,,,,10.5,CS,,Y,,Y,,,,Y,PR,,Y,,Y,,,Y,59939,TQ, ,, ,,N
17650,Southern Power Co,59939,RE Tranquillity,CA,Fresno,BESS2,OP,Batteries,BA,IPP Non-CHP,2,35,35,35,3,2022,160,35,35,LIB,,,,13.2,CS,,Y,,Y,,,,Y,PR,,Y,,Y,,,N,59939,TQ, ,, ,,N
59712,AES Tait LLC,59949,AES Warrior Run Energy Storage Project,MD,Allegany,BESS1,OP,Batteries,BA,IPP Non-CHP,2,11,5,5,12,2015,5,5,5,LIB,,,,5,BL,,PR,,,,,,,,,,,,,Y,N, ,, ,, ,,N
49893,Invenergy Services LLC,59957,Grand Ridge Battery Projects,IL,LaSalle,GIVB,OP,Batteries,BA,IPP Non-CHP,2,4.5,4.5,4.5,12,2013,1,1.5,1.5,LIB,,,,0.5,CT,,Y,,,,,,,PR,,,,Y,,,Y,57912,1, ,, ,,Y
49893,Invenergy Services LLC,59957,Grand Ridge Battery Projects,IL,LaSalle,GRES,OP,Batteries,BA,IPP Non-CHP,2,31.5,31.5,31.5,3,2015,12.5,31.5,31.5,LIB,,,,0.5,CT,,Y,,,,,,,PR,,,,Y,,,Y, ,, ,, ,,Y
3046,Duke Energy Progress - (NC),59966,Camp Lejeune Solar and Energy Storage,NC,Onslow,ES1,OS,Batteries,BA,Electric Utility,1,11,11,11,3,2023,11,11,11,LIB,,,,3.4,CS,,Y,,,PR,,Y,,,Y,Y,Y,,,,Y,59966,PV1, ,, ,,Y
6452,Florida Power & Light Co,59993,Babcock Solar Energy Center Hybrid,FL,Charlotte,BA,OP,Batteries,BA,Electric Utility,1,10,10,10,3,2018,40,10,10,LIB,,,,7,CS,,,,,Y,,PR,Y,,,Y,Y,,,,Y,59993,1, ,, ,,Y
6452,Florida Power & Light Co,60014,Manatee Solar Energy Center,FL,Manatee,BMS,OP,Batteries,BA,Electric Utility,1,409,409,409,11,2021,900,74.5,409,LIB,,,,134,CS,,Y,,Y,,,PR,,,,,Y,,,,Y,60014,1, ,, ,,Y
17470,PUD No 1 of Snohomish County,60016,MESA 1,WA,Snohomish,A,OS,Batteries,BA,Electric Utility,1,1,1,1,7,2015,0.5,1,1,LIB,,,,0.9,CS,Y,,,,,,PR,Y,,,,,,,Y,N, ,, ,, ,,N
17470,PUD No 1 of Snohomish County,60016,MESA 1,WA,Snohomish,B,OS,Batteries,BA,Electric Utility,1,1,1,1,2,2016,0.5,1,1,LIB,,,,0.9,CS,Y,,,,,,PR,Y,,,,,,,Y,N, ,, ,, ,,N
6452,Florida Power & Light Co,60061,Citrus Solar Energy Center Hybrid,FL,DeSoto,BA,OP,Batteries,BA,Electric Utility,1,4,4,4,3,2018,16,4,4,LIB,,,,16,CS,,,,,PR,,,,,,Y,,,Y,,Y,60061,1, ,, ,,Y
59843,"Blythe Solar II, LLC",60092,"Blythe Solar II, LLC",CA,Riverside,BLST2,OP,Batteries,BA,IPP Non-CHP,2,115,115,115,3,2021,538.6,115,115,LIB,,,,126.9,CS,Y,PR,,Y,,,,Y,Y,,Y,Y,,,,N, ,, ,, ,,N
59842,"Blythe Solar 110, LLC",60093,"Blythe Solar 110, LLC",CA,Riverside,BES1,OP,Batteries,BA,IPP Non-CHP,2,63,63,63,6,2021,301.2,63,63,LIB,,,,68.6,CS,Y,PR,,Y,,,,Y,Y,,Y,Y,,,,N, ,, ,, ,,N
59844,"Blythe Solar III, LLC",60094,"Blythe Solar III, LLC Hybrid",CA,Riverside,BLST3,OP,Batteries,BA,IPP Non-CHP,2,115,115,115,5,2021,538.6,115,115,LIB,,,,126.9,CS,Y,PR,,Y,,,,Y,Y,,Y,Y,,,,N, ,, ,, ,,N
59845,"Blythe Solar IV, LLC",60095,"Blythe Solar IV, LLC",CA,Riverside,BLST4,OP,Batteries,BA,IPP Non-CHP,2,47,47,47,10,2022,47,4.2,11.7,LIB,,,,41.3,CS,,PR,,,,,,Y,,,Y,Y,,,,N, ,, ,, ,,N
61123,Upton County Solar 2 LLC,60123,Castle Gap Solar Hybrid,TX,Upton,BAT1,OP,Batteries,BA,IPP Non-CHP,2,9.9,9.9,9.9,6,2019,42,9.9,9.9,LIB,,,,4.8,CS,,Y,PR,,,,,,,,Y,Y,,,,Y,60123,CGAP, ,, ,,N
57313,Tesla Inc.,60231,Genentech-Oceanside Hybrid,CA,San Diego,BA1,OP,Batteries,BA,IPP Non-CHP,2,2,2,2,4,2016,2,1,1,LIB,,,,1,CS,,,,,,,,Y,,Y,PR,Y,,,,Y,60231,PV1, ,, ,,N
17650,Southern Power Co,60233,RE Garland,CA,Kern,BESS1,OP,Batteries,BA,IPP Non-CHP,2,45,45,45,8,2021,176,44,44,LIB,,,,14.5,CS,,Y,,Y,,,,Y,PR,,Y,,Y,,,Y,60233,PV2, ,, ,,N
17650,Southern Power Co,60233,RE Garland,CA,Kern,BESS2,OP,Batteries,BA,IPP Non-CHP,2,43,43,43,12,2021,176,43,43,LIB,,,,14.5,CS,,Y,,Y,,,,Y,PR,,Y,,Y,N,,N,60233,PV2, ,, ,,N
60038,Silicon Valley Clean Water,60249,Silicon Valley Clean Water,CA,San Mateo,BES,OP,Batteries,BA,IPP CHP,3,1,1,1,11,2020,2,1,1,LIB,,,,1,CS,,,,,,,PR,,,,,,,,Y,N, ,, ,, ,,N
60094,"Clinton Battery Utility, LLC",60297,Clinton Battery,OH,Clinton,1,OP,Batteries,BA,IPP Non-CHP,2,10,5,5,10,2016,4.1,5,5,LIB,,,,3.2,CS,,PR,,,,,,,,,,,,,Y,N, ,, ,, ,,N
66123,Summit Ridge Energy,60299,HMV Minster Energy Storage System,OH,Auglaize,MIN02,OS,Batteries,BA,IPP Non-CHP,2,7,7,7,3,2016,7,7,7,LIB,,,,5.3,CS,,PR,,,,,,Y,Y,,,,,,,N, ,, ,, ,,N
5248,Dominion Energy Inc.,60316,Scott Solar Farm,VA,Powhatan,SCBS,OP,Batteries,BA,Electric Utility,1,40,40,40,12,2022,48,10,2,LIB,,,,3.3,CS,,,,Y,,,,,,,PR,Y,,,,Y,60316,1, ,, ,,N
49893,Invenergy Services LLC,60390,Beech Ridge Energy Storage,WV,Greenbrier,BRES,OP,Batteries,BA,IPP Non-CHP,2,31.5,31.5,31.5,10,2015,12.5,31.5,31.5,LIB,,,,0.5,CT,,Y,,,,,,,PR,,,,Y,,,Y,57151,, ,, ,,Y
15248,Portland General Electric Co,60441,Salem Smart Power Center,OR,Marion,SSPC,SB,Batteries,BA,Electric Utility,1,5,5,5,8,2013,5,5,5,LIB,,,,5,BL,,PR,,,Y,,Y,Y,,,,,Y,,,Y,60441,1, ,, ,,Y
15500,Puget Sound Energy Inc,60444,Glacier Battery Storage,WA,Whatcom,GLA,OP,Batteries,BA,Electric Utility,1,2,2,2,9,2016,4.4,2,2,LIB,,,,2,CT,Y,Y,Y,Y,,,Y,,,PR,,,,,Y,N, ,, ,, ,,N
60278,64KT 8me LLC,60491,Springbok 3 Solar Farm Hybrid,CA,Kern,SB3BS,OP,Batteries,BA,IPP Non-CHP,2,1.5,1.5,1.5,7,2019,1.5,1.5,1.5,LIB,,,,1.5,CT,,Y,,,,,,,Y,,PR,,Y,,,Y,60491,SB3SF, ,, ,,N
7601,Green Mountain Power Corp,60518,Stafford Hill Solar Hybrid,VT,Rutland,BA1,OP,Batteries,BA,Electric Utility,1,2,2,2,9,2015,3.4,2,2,LIB,PBB,,,0.5,CS,,Y,,,,,PR,,,,Y,,Y,,,N, ,, ,, ,,Y
57313,Tesla Inc.,60546,KIUC Kapaia PV and BA Storage Project Hybrid,HI,Kauai,BA1,OP,Batteries,BA,IPP Non-CHP,2,13,11,11,5,2017,52,11,11,LIB,,,,7.8,CS,,Y,,Y,,,,,,,PR,Y,,,,Y,60546,PV1, ,, ,,Y
7601,Green Mountain Power Corp,60562,GMP Solar - Panton Hybrid,VT,Addison,GMPBP,OP,Batteries,BA,Electric Utility,1,1,1,1,6,2018,4,1,1,LIB,,,,1,OT,,Y,,,,,PR,,,,Y,,Y,,,N, ,, ,, ,,Y
10433,Kodiak Electric Assn Inc,60563,Flywheel Energy Storage System Microgrid,AK,Kodiak Island,FESS,OP,Flywheels,FW,Electric Utility,1,2,2,2,9,2015,2,2,2,,,,,2,CS,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,, ,, ,, ,,
60336,SDGE Batteries,60565,Borrego Springs Energy Storage,CA,San Diego,SES1,OP,Batteries,BA,Electric Utility,1,0.5,0.5,0.5,12,2012,1.5,0.5,0.5,LIB,,,,1.5,CS,PR,,,,,,Y,,,,,,,,Y,N, ,, ,, ,,N
